n,m,Distribution,OPT,Plurality,Plurality Distortion,Copeland,Copeland Distortion,STV,STV Distortion,Borda,Borda Distortion,STAR,STAR Distortion
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 3,1.0056057481893312
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 3,1.0359146478890395
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.181183845570218,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 2,Candidate 4,1.0065314519777173,Candidate 2,1.0,Candidate 2,1.0065314519777173,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 4,Candidate 0,1.1800911350954408,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 2,1.011364799219875
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 2,Candidate 0,1.074795556241319,Candidate 2,1.0,Candidate 2,1.0012600936069538,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 3,Candidate 2,1.2437168506475254,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 0,1.0076341123626387
1000,15,normal,Candidate 3,Candidate 4,1.170416872398957,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 4,1.0705002882049879
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 1,Candidate 4,1.0854384405553683,Candidate 1,1.0,Candidate 1,1.0854384405553683,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 4,1.0608233418723374,Candidate 4,1.0608233418723374
1000,15,normal,Candidate 1,Candidate 2,1.1507152008813903,Candidate 1,1.0,Candidate 1,1.1507152008813903,Candidate 1,1.0,Candidate 0,1.0181353403935332
1000,15,normal,Candidate 4,Candidate 1,1.4077552074884474,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 1,Candidate 3,1.0419340295576236,Candidate 1,1.0,Candidate 1,False,Candidate 4,1.0022480098319548,Candidate 0,1.0442067427943242
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 4,Candidate 2,1.0530244800037274,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 4,Candidate 0,1.0894586784571934,Candidate 4,1.0,Candidate 4,1.0894586784571934,Candidate 4,1.0,Candidate 2,1.0052001879275836
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 1,Candidate 4,1.0731352091101993,Candidate 1,1.0,Candidate 1,1.0731352091101993,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 1,Candidate 3,1.0460827071619967,Candidate 1,1.0,Candidate 1,1.0460827071619967,Candidate 1,1.0,Candidate 4,1.0007356418475122
1000,15,normal,Candidate 1,Candidate 4,1.1470089672752697,Candidate 1,1.0,Candidate 1,1.1470089672752697,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 4,Candidate 2,1.1685120730287764,Candidate 4,1.0,Candidate 4,1.052844945727278,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 0,1.0502880052465833,Candidate 4,1.0
1000,15,normal,Candidate 2,Candidate 4,1.010215420127568,Candidate 2,1.0,Candidate 2,1.010215420127568,Candidate 2,1.0,Candidate 4,1.010215420127568
1000,15,normal,Candidate 2,Candidate 4,1.2427503585161883,Candidate 2,1.0,Candidate 2,1.2392857596101359,Candidate 2,1.0,Candidate 3,1.0101145982715087
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 4,1.0254554469214618,Candidate 1,1.0
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 4,1.0264412630599624
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 4,Candidate 1,1.0474393973122746,Candidate 4,1.0,Candidate 4,1.0042530257407645,Candidate 3,1.0042530257407645,Candidate 3,1.0042530257407645
1000,15,normal,Candidate 3,Candidate 4,1.059386938274754,Candidate 3,1.0,Candidate 3,1.059386938274754,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 3,Candidate 0,1.0277571095277125,Candidate 3,1.0,Candidate 3,1.0277571095277125,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 1,1.003310478221519
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 0,Candidate 4,1.3591914592499157,Candidate 0,1.0,Candidate 0,1.2210749776943646,Candidate 0,1.0,False,False
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 0,1.0329348379327896,Candidate 3,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 0,Candidate 4,1.0258880563040609,Candidate 0,1.0,Candidate 0,1.0258880563040609,Candidate 0,1.0,Candidate 4,1.0258880563040609
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 0,1.347558428153645,Candidate 3,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 3,Candidate 1,1.127577199655029,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 0,1.0023577150018923
1000,15,normal,Candidate 3,Candidate 1,1.20257179651469,Candidate 3,1.0,Candidate 3,1.1418611585137626,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 3,Candidate 2,1.3718663936162687,Candidate 3,1.0,Candidate 3,1.014136135737717,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 4,Candidate 1,1.4379424317299352,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 3,1.0110130603600402
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 4,1.01183145911258
1000,15,normal,Candidate 0,Candidate 2,1.3203130245817065,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 4,1.0505799601309675,Candidate 2,1.0
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 4,1.0706948214022196,Candidate 1,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 3,Candidate 1,1.1316249839994645,Candidate 3,1.0,Candidate 3,1.1316249839994645,Candidate 3,1.0,Candidate 2,1.020407541281385
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 3,Candidate 0,1.0608504072990022,Candidate 3,1.0,Candidate 3,1.0608504072990022,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 1,Candidate 2,1.0383388919035916,Candidate 1,1.0,Candidate 1,1.0383388919035916,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.2787538940809942,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 4,Candidate 1,1.0687227503395023,Candidate 4,1.0,Candidate 4,1.0687227503395023,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 3,Candidate 0,1.283077934973025,Candidate 3,1.0,Candidate 3,1.2127005609699004,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 4,Candidate 2,1.2981182472419313,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 0,Candidate 1,1.0559193826784428,Candidate 0,1.0,Candidate 0,1.0559193826784428,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 3,Candidate 1,1.0181365273845862,Candidate 3,1.0,Candidate 3,1.0181365273845862,Candidate 3,1.0,Candidate 1,1.0181365273845862
1000,15,normal,Candidate 0,Candidate 3,1.187775669836558,Candidate 0,1.0,Candidate 0,1.0296242212420599,Candidate 1,1.0296242212420599,Candidate 0,1.0
1000,15,normal,Candidate 0,Candidate 1,1.3448733058338247,Candidate 0,1.0,Candidate 0,1.1192668434492234,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 1,Candidate 2,1.063593747193602,Candidate 1,1.0,Candidate 1,1.063593747193602,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 3,Candidate 0,1.1037412449442643,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 4,Candidate 1,1.2431388980337008,Candidate 4,1.0,Candidate 4,1.0088588274025094,Candidate 4,1.0,Candidate 2,1.0088588274025094
1000,15,normal,Candidate 0,Candidate 1,1.2178402064949887,Candidate 0,1.0,Candidate 0,1.2178402064949887,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 2,1.0286730976386158,Candidate 2,1.0286730976386158
1000,15,normal,Candidate 1,Candidate 0,1.100003039236544,Candidate 1,1.0,Candidate 1,1.0205330820897776,Candidate 4,1.0205330820897776,Candidate 1,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 0,Candidate 4,1.5716953879868496,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 4,Candidate 1,1.020297548942054,Candidate 4,1.0,Candidate 4,1.020297548942054,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 2,1.1349380942857668,Candidate 0,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 1,Candidate 0,1.1060272438887853,Candidate 1,1.0,Candidate 1,1.1060272438887853,Candidate 1,1.0,Candidate 3,1.0011444921316166
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 1,1.0430041468284466,Candidate 2,1.0
1000,15,normal,Candidate 4,Candidate 3,1.0500660602672898,Candidate 4,1.0,Candidate 4,1.0500660602672898,Candidate 4,1.0,Candidate 0,1.150388739265207
1000,15,normal,Candidate 3,Candidate 4,1.1053504466327246,Candidate 3,1.0,Candidate 3,1.0733758117130563,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 1,1.0426340661598528,Candidate 4,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 0,1.0008464238591954,Candidate 4,1.0
1000,15,normal,Candidate 0,Candidate 4,1.1426458132016253,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 3,Candidate 2,1.219967421444649,Candidate 3,1.0,Candidate 3,1.183932057547157,Candidate 3,1.0,Candidate 0,1.0408848435110238
1000,15,normal,Candidate 2,Candidate 0,1.080507659765399,Candidate 2,1.0,Candidate 2,1.0677345857783003,Candidate 2,1.0,Candidate 1,1.0677345857783003
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 0,Candidate 2,1.5763952534851189,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 0,Candidate 2,1.052840290721674,Candidate 0,1.0,Candidate 0,1.052840290721674,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 0,Candidate 2,1.311848617884203,Candidate 0,1.0,Candidate 0,1.00006080579844,Candidate 1,1.00006080579844,Candidate 0,1.0
1000,15,normal,Candidate 4,Candidate 3,1.485462859114831,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 3,Candidate 4,1.021826586706646,Candidate 3,1.0,Candidate 3,1.021826586706646,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 2,Candidate 3,1.018881077568382,Candidate 2,1.0,Candidate 2,1.018881077568382,Candidate 1,1.0014769303479636,Candidate 2,1.0
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.1749231760507506,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0689936085969456,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 1,Candidate 0,1.0109780763652665,Candidate 1,1.0,Candidate 1,1.0109780763652665,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 1,Candidate 3,1.403322217328382,Candidate 1,1.0,Candidate 1,1.0294720946328566,Candidate 1,1.0,Candidate 2,1.0043792864783243
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 0,1.0225831087435389,Candidate 3,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 3,1.0215847138532175,Candidate 2,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 2,Candidate 4,1.2993762515248446,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 1,Candidate 0,1.2198196683915408,Candidate 1,1.0,Candidate 1,1.084510931553227,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 0,Candidate 1,1.3221394960986343,Candidate 0,1.0,Candidate 0,1.3221394960986343,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 3,1.021958757531685
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 3,Candidate 2,1.014737038302632,Candidate 3,1.0,Candidate 3,1.014737038302632,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 0,Candidate 3,1.0183539990956736,Candidate 0,1.0,Candidate 0,1.0183539990956736,Candidate 0,1.0,Candidate 1,1.0033753017073943
1000,15,normal,Candidate 4,Candidate 3,1.0163636143087609,Candidate 4,1.0,Candidate 4,1.0163636143087609,Candidate 4,1.0,Candidate 1,1.0461917296425218
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 2,1.0043535377253727
1000,15,normal,Candidate 4,Candidate 1,1.0982650084446492,Candidate 4,1.0,Candidate 4,1.0982650084446492,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 3,Candidate 1,1.426601652105243,Candidate 3,1.0,Candidate 3,1.0549657169359599,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 3,Candidate 2,1.2004933203924288,Candidate 3,1.0,Candidate 3,1.1530776886888678,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 3,Candidate 0,1.0798583237840773,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 3,Candidate 1,1.0190082741899438,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 1,Candidate 0,1.0336090746978404,Candidate 1,1.0,Candidate 1,1.0336090746978404,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 2,Candidate 4,1.0559654478552203,Candidate 2,1.0,Candidate 2,1.0559654478552203,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 1,1.0113380350670986,Candidate 1,1.0113380350670986
1000,15,normal,Candidate 4,Candidate 3,1.1331673181565114,Candidate 4,1.0,Candidate 4,1.0678706757735559,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 0,1.0391722501649334,Candidate 0,1.0391722501649334
1000,15,normal,Candidate 1,Candidate 2,1.0330727159270299,Candidate 1,1.0,Candidate 1,1.0330727159270299,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 3,Candidate 0,1.3100281185931801,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 3,Candidate 2,1.0184496030062422,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 0,Candidate 4,1.0888426922933283,Candidate 0,1.0,Candidate 0,1.0888426922933283,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 2,Candidate 4,1.038927561859459,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 1,1.022352838623713
1000,15,normal,Candidate 4,Candidate 0,1.060551132884262,Candidate 4,1.0,Candidate 4,1.0462951622780172,Candidate 1,1.0462951622780172,Candidate 4,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 0,Candidate 2,1.0272953008800294,Candidate 0,1.0,Candidate 0,1.0272953008800294,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 3,Candidate 4,1.0173982852591248,Candidate 3,1.0,Candidate 3,1.0173982852591248,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 1,1.1811910562242194,Candidate 2,1.0
1000,15,normal,Candidate 0,Candidate 3,1.0681933590121495,Candidate 0,1.0,Candidate 0,1.0429521556582175,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 0,Candidate 2,1.1056221099426904,Candidate 0,1.0,Candidate 0,1.1056221099426904,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 4,Candidate 2,1.0232053133121575,Candidate 4,1.0,Candidate 4,1.0232053133121575,Candidate 1,1.0859832515160268,Candidate 4,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 0,1.4185892285521131,Candidate 4,1.0
1000,15,normal,Candidate 4,Candidate 2,1.3378843945387269,Candidate 4,1.0,Candidate 4,1.0250217223548865,Candidate 3,1.0250217223548865,Candidate 4,1.0
1000,15,normal,Candidate 1,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 1,1.0,Candidate 4,1.0080539403686737
1000,15,normal,Candidate 1,Candidate 2,1.136353667324623,Candidate 1,1.0,Candidate 1,1.136353667324623,Candidate 0,1.0069304759219226,Candidate 0,1.0069304759219226
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 1,1.081600991067653,Candidate 4,1.1669069079499637
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 3,1.0006892007085468,Candidate 3,1.0006892007085468
1000,15,normal,Candidate 3,Candidate 4,1.0354902628955118,Candidate 3,1.0,Candidate 3,1.0354902628955118,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 1,Candidate 3,1.0495035556562795,Candidate 1,1.0,Candidate 1,1.0495035556562795,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 1,Candidate 0,1.0139722559867672,Candidate 1,1.0,Candidate 1,1.0139722559867672,Candidate 1,1.0,Candidate 3,1.0034335409330708
1000,15,normal,Candidate 2,Candidate 0,1.1277577139960693,Candidate 2,1.0,Candidate 2,1.0845593359944221,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 4,1.0202640822619726,Candidate 3,1.0
1000,15,normal,Candidate 0,Candidate 1,1.3105885360086897,Candidate 0,1.0,Candidate 0,1.1969454917247082,Candidate 0,1.0,Candidate 0,1.0
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.0,Candidate 2,1.0384475378764082,Candidate 4,1.0
1000,15,normal,Candidate 2,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0,Candidate 2,1.0
1000,15,normal,Candidate 4,Candidate 1,1.6221306508302036,Candidate 4,1.0,Candidate 4,1.0036359229184333,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 0,Candidate 3,1.104364056638175,Candidate 0,1.0,Candidate 0,1.0387270625900031,Candidate 0,1.0,Candidate 4,1.0387270625900031
1000,15,normal,Candidate 3,Candidate 2,1.0015886112582049,Candidate 3,1.0,Candidate 3,1.0015886112582049,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 3,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0,Candidate 3,1.0
1000,15,normal,Candidate 1,Candidate 3,1.269108556959509,Candidate 1,1.0,Candidate 1,1.1656902415410961,Candidate 1,1.0,Candidate 1,1.0
1000,15,normal,Candidate 0,Candidate 0,1.0,Candidate 0,1.0,Candidate 0,1.0,Candidate 1,1.0063530587479486,Candidate 1,1.0063530587479486
1000,15,normal,Candidate 4,Candidate 4,1.0,Candidate 4,1.0,Candidate 4,1.2426560212564226,Candidate 4,1.0,Candidate 4,1.0
1000,15,normal,Candidate 4,Candidate 2,1.0813428578515265,Candidate 4,1.0,Candidate 4,1.0813428578515265,Candidate 0,1.005878413572439,Candidate 4,1.0
1000,15,normal,Candidate 4,Candidate 0,1.0036465638148655,Candidate 4,1.0,Candidate 4,1.0036465638148655,Candidate 4,1.0,Candidate 0,1.0036465638148655
